quarter,down,yardsToGo,possessionTeam,defensiveTeam,absoluteYardlineNumber,offenseFormation,playAction,dropbackType,qbSneak,yardsGained,pff_passCoverage,pff_coverage,leftReceivers,rightReceivers,secondsRemainingInQuarter,offense_mean_yards,defense_mean_allowed,log_matchup_ratio
2,3,15,CHI,GB,100,Shotgun,False,Traditional,,9,Quarters,Zone,2,2,227,8.333333333333334,6.833333333333333,0.14197023435115017
2,1,10,TEN,LV,59,Empty,False,Traditional,,15,Cover-6 Right,Zone,3,2,21,13.75,10.4,0.2231435214634677
1,1,10,SEA,LAC,29,Singleback,False,Other,False,1,Cover-1,Man,2,2,154,8.142857142857142,6.714285714285714,0.13720109511831677
4,2,10,CIN,MIA,82,Shotgun,False,Traditional,,22,Cover-2,Zone,3,1,552,10.727272727272727,14.571428571428571,-0.2468896104263285
4,3,7,CLE,BAL,87,Shotgun,False,Traditional,,20,Prevent,Blitz,3,1,7,6.857142857142857,6.7,0.016070466745593214
2,1,5,PHI,DAL,15,Other,False,Other,False,5,Cover-0,Blitz,2,2,900,9.75,1.5,1.0414535872465482
1,2,1,ATL,LAC,76,Pistol,False,Other,False,7,Cover-6 Right,Zone,2,1,863,2.6363636363636362,6.0,-0.4679853324730493
4,1,10,CHI,SF,55,Shotgun,False,Other,False,1,Cover-1,Man,2,2,218,8.5,4.333333333333333,0.4499167718647911
3,2,6,NE,DET,46,Shotgun,False,Traditional,,17,Cover-2,Zone,3,1,780,18.25,5.0,0.9769151978082639
2,1,5,SF,LA,72,Shotgun,False,Traditional,,6,Cover-3,Zone,3,1,317,7.0,1.0,0.9162904318742601
1,1,10,ARI,KC,35,Shotgun,False,Other,False,2,Cover-3,Zone,2,1,200,1.3333333333333333,4.8,-0.5877864597739876
3,2,7,NYJ,MIA,60,Singleback,False,Other,False,5,Cover-2,Zone,3,1,412,7.666666666666667,15.5,-0.5506470385607823
2,1,10,LAC,SEA,85,Shotgun,False,Traditional,,5,Cover-6 Right,Zone,3,1,100,9.0,1.3333333333333333,1.018569286122871
1,1,10,MIA,CHI,66,Shotgun,False,Traditional,,3,Cover-3,Zone,2,2,589,4.428571428571429,9.333333333333334,-0.5069719473814166
3,2,10,CAR,ATL,34,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,707,14.6,12.384615384615385,0.13453087659397192
1,1,10,SF,DEN,100,Shotgun,False,Other,False,2,Cover-3,Zone,2,1,894,6.666666666666667,6.0,0.07145894865647757
1,2,6,CAR,NO,55,Singleback,True,Rollout,,-3,Cover-3,Zone,2,2,813,12.166666666666666,0.0,1.6204872138223638
3,1,10,NO,ATL,85,Singleback,False,Other,False,5,Cover-1,Man,3,1,900,4.857142857142857,11.5,-0.612725496634974
4,3,7,CAR,ARI,42,Shotgun,False,Traditional,,0,Cover-3,Zone,2,2,368,10.0,10.777777777777779,-0.05810762212241858
3,1,10,NO,CAR,92,Singleback,False,Other,False,-1,Cover-3,Zone,2,2,525,4.875,2.0,0.4542551262458981
5,1,10,ATL,CAR,37,Pistol,False,Other,False,0,Cover-1,Man,3,1,522,3.0,1.4,0.3101548070917662
4,2,7,SF,LA,49,Singleback,False,Other,False,3,Cover-3,Zone,2,2,239,5.5,2.0,0.5306280863563404
4,2,10,KC,SF,59,Singleback,False,Other,False,3,Cover-3,Zone,2,2,237,10.8,3.5,0.7528662524968329
3,1,10,CLE,NE,47,Shotgun,False,Traditional,,14,Cover-3,Zone,3,1,44,8.5,5.166666666666667,0.34228613550173204
1,2,1,SEA,DET,44,Singleback,False,Other,False,1,Cover-1,Man,2,2,858,7.25,6.714285714285714,0.053680138703224245
4,1,10,NE,CLE,22,Singleback,False,Other,False,1,Cover-1,Man,2,1,595,18.11111111111111,13.4,0.25251813277973967
4,3,11,TB,NO,77,Singleback,False,Other,False,3,Cover-3,Zone,3,1,120,1.5714285714285714,-1.5,1.1143597498037086
5,3,3,PIT,CIN,42,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,517,3.857142857142857,2.4,0.23889182957867125
4,1,10,WAS,DAL,21,Singleback,False,Other,False,1,Red Zone,Zone,2,2,572,6.125,2.6666666666666665,0.47641671031739274
1,3,3,DAL,WAS,93,Shotgun,False,Traditional,,-6,Cover-2,Zone,3,1,345,6.0,4.428571428571429,0.19189096080156992
1,3,3,MIN,CHI,51,Shotgun,False,Traditional,,6,Cover-1,Man,2,2,679,9.5,7.75,0.15082286368807651
2,2,10,TB,DAL,39,Empty,False,Traditional,,0,Cover-1,Man,3,2,29,1.75,2.25,-0.10008341845674801
1,1,10,KC,BUF,76,Shotgun,False,Rollout,,3,Quarters,Zone,2,2,449,10.090909090909092,2.8,0.8140599171754958
3,1,10,NYJ,BUF,29,Shotgun,False,Other,False,7,Cover-1,Man,2,2,330,7.285714285714286,2.8333333333333335,0.5671672292867247
1,1,10,TB,PIT,82,I-Form,False,Other,False,13,Cover-2,Zone,2,1,452,1.5555555555555556,5.5,-0.6237184703979786
4,3,9,NYJ,DEN,84,Singleback,True,Other,False,2,Cover-3,Zone,3,1,106,7.25,5.428571428571429,0.19565036856783594
4,1,10,MIA,CIN,59,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,83,4.25,2.1818181818181817,0.33584536372759694
2,2,8,CLE,CAR,56,Empty,False,Traditional,,0,Cover 6-Left,Blitz,3,2,850,9.11111111111111,1.1666666666666667,1.0670066343904947
3,2,5,ARI,LA,94,Shotgun,False,Rollout,,4,Quarters,Zone,3,1,748,1.5,2.1666666666666665,-0.13815028113317085
3,1,10,IND,WAS,44,Shotgun,False,Other,False,8,Cover-2,Zone,2,2,250,3.6666666666666665,3.125,0.08474120192448664
4,3,12,BAL,MIA,82,Shotgun,False,Scramble,,0,Cover-2,Zone,3,1,422,3.142857142857143,14.333333333333334,-1.0373412530783348
3,2,13,LV,TEN,76,Shotgun,False,Traditional,,0,Cover-6 Right,Zone,3,1,230,4.888888888888889,1.1666666666666667,0.63833871758616
1,1,10,LAC,CLE,27,Shotgun,False,Traditional,,10,Quarters,Zone,3,1,717,8.5,11.333333333333334,-0.22024075727809383
1,1,10,ATL,CLE,79,I-Form,False,Other,False,-4,Cover-1,Man,2,1,172,2.769230769230769,11.142857142857142,-0.8966707397520277
1,4,2,DAL,CIN,66,Shotgun,False,Traditional,,17,Cover-3,Zone,3,1,753,4.5,2.0,0.40546497477487553
4,3,11,JAX,LAC,99,Shotgun,False,Traditional,,11,Cover-3,Zone,3,1,299,2.3333333333333335,6.111111111111111,-0.5355180808686034
3,1,10,BAL,TB,90,Shotgun,False,Other,False,18,Cover-1,Man,2,2,417,2.75,6.111111111111111,-0.4602946868049192
1,3,9,TEN,IND,77,Shotgun,False,Traditional,,-7,Cover-3,Zone,3,1,703,14.0,7.333333333333333,0.49783835233786333
4,1,7,TB,LA,103,Singleback,False,Other,False,1,Red Zone,Zone,3,1,170,2.7,2.4285714285714284,0.04879014662557875
4,1,10,ARI,PHI,57,Shotgun,False,Traditional,,5,Cover-0,Blitz,2,2,56,2.0,1.1,0.1984508509189991
3,1,10,HOU,JAX,84,I-Form,True,Traditional,,6,Cover-3,Zone,2,1,358,4.636363636363637,6.2727272727272725,-0.194155968222481
2,1,10,NO,LV,65,Shotgun,False,Traditional,,3,Cover 6-Left,Blitz,3,1,669,4.222222222222222,10.818181818181818,-0.6488224233022811
1,1,10,NYG,TEN,32,Shotgun,False,Other,False,1,Cover-3,Zone,3,1,895,3.5,1.0,0.48550762347408616
4,1,10,ARI,CAR,100,Singleback,False,Other,False,7,Red Zone,Zone,3,1,900,2.5,1.0,0.3184535947549571
4,1,10,NO,CIN,80,Shotgun,False,Other,False,6,Cover-3,Zone,3,1,858,4.1,3.1538461538461537,0.14301746352507866
2,2,6,CHI,DAL,51,Shotgun,False,Other,False,1,Cover-2,Zone,2,2,292,5.666666666666667,1.8,0.5908681455421513
3,1,10,PIT,MIA,83,Shotgun,False,Other,False,-1,Cover-3,Zone,2,2,893,3.375,12.9,-0.9139348302424104
2,1,10,TEN,NYG,28,I-Form,False,Other,False,2,Cover-2,Zone,2,1,243,10.5,8.2,0.18677587672005955
1,2,7,ATL,SF,22,Pistol,False,Other,False,5,Red Zone,Zone,2,1,632,2.2857142857142856,3.4,-0.1912901608983593
2,3,1,LAC,DEN,31,I-Form,False,Other,False,4,Cover-1,Man,2,1,384,8.666666666666666,5.0,0.3772941525700559
2,1,10,KC,TB,100,I-Form,False,Other,False,8,Red Zone,Zone,2,1,225,9.5,7.3,0.19358471489791412
4,2,9,TB,KC,54,Shotgun,False,Traditional,,3,Cover-6 Right,Zone,2,2,579,2.5454545454545454,4.333333333333333,-0.27945148538682824
1,2,7,IND,KC,55,Shotgun,False,Traditional,,6,Cover-1,Man,2,2,242,4.1,4.142857142857143,-0.006018070635422708
2,1,10,NE,CHI,71,Shotgun,False,Other,False,-2,Cover-2,Zone,2,1,100,16.4,7.4,0.6234671707070599
2,3,4,CIN,PIT,52,Empty,False,Scramble,,15,Cover-2,Zone,3,2,375,11.666666666666666,8.0,0.28768202699724255
2,1,15,PIT,NE,86,Empty,False,Traditional,,0,Quarters,Zone,3,2,602,2.888888888888889,5.846153846153846,-0.40691532115015794
1,3,1,TB,NO,84,Singleback,False,Other,False,1,Cover-1,Man,2,2,266,2.5833333333333335,0.0,0.6211733724773025
1,2,4,LV,ARI,60,Shotgun,False,Other,False,3,Cover-3,Zone,2,1,746,4.4,9.7,-0.5401218804644902
3,3,8,MIN,DET,82,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,855,8.8,6.0,0.2708749014047132
2,2,9,CAR,TB,52,Shotgun,False,Traditional,,23,Cover 6-Left,Blitz,2,2,120,8.75,7.363636363636363,0.1255500422243571
4,2,10,CLE,LAC,75,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,26,8.2,6.6,0.15415065006535947
1,1,10,IND,HOU,69,Singleback,True,Traditional,,20,Quarters,Zone,2,2,181,4.2727272727272725,13.0,-0.7884572103643003
2,1,10,WAS,CHI,93,Shotgun,True,Traditional,,14,Cover-3 Seam,Zone,2,2,361,5.555555555555555,5.833333333333333,-0.0319515924554647
1,1,10,CIN,ATL,70,Shotgun,False,Other,False,5,Cover-3,Zone,2,2,570,11.923076923076923,11.066666666666666,0.0591008610684599
3,2,14,CHI,NE,34,Singleback,False,Other,False,4,Cover-3,Zone,2,2,637,5.0,5.428571428571429,-0.05218574045870872
4,4,13,IND,JAX,23,Shotgun,False,Scramble,,0,Quarters,Zone,2,2,641,5.583333333333333,6.25,-0.0748011962892098
1,3,2,TB,PIT,41,Shotgun,False,Traditional,,3,Cover-2,Zone,3,1,299,2.4615384615384617,9.75,-0.8478005426902732
4,1,10,PIT,CLE,51,Shotgun,False,Traditional,,15,Quarters,Zone,2,2,166,2.6,9.25,-0.7827591453721318
3,1,10,NO,ARI,56,Singleback,True,Traditional,,0,Cover-3,Zone,3,1,485,4.2727272727272725,9.090909090909092,-0.50832238396143
3,1,10,GB,NYJ,35,Shotgun,False,Traditional,,25,Cover-1,Man,3,1,160,2.111111111111111,4.7,-0.4098033781427172
3,2,7,NE,BAL,38,Singleback,True,Traditional,,0,Quarters,Zone,2,2,249,14.727272727272727,7.909090909090909,0.48550774526889084
4,2,3,LA,DAL,57,Shotgun,False,Traditional,,16,Cover-2,Zone,2,2,121,5.0,1.6666666666666667,0.5389963221613189
4,1,10,DAL,CIN,55,Shotgun,False,Traditional,,10,Cover-1,Man,3,1,31,5.888888888888889,3.357142857142857,0.33522292761406364
3,1,10,TB,KC,85,Shotgun,True,Traditional,,7,Cover-1,Man,3,1,342,2.5,4.375,-0.2933477175375646
1,3,17,ATL,TB,51,Shotgun,False,Traditional,,10,Quarters,Zone,2,2,24,2.466666666666667,8.666666666666666,-0.7580665322342258
4,1,10,IND,KC,34,Shotgun,False,Other,False,5,Cover-1,Man,3,1,809,5.153846153846154,4.666666666666667,0.06160779380294787
2,2,5,HOU,IND,84,I-Form,False,Other,False,3,Cover-3,Zone,1,1,779,4.75,5.285714285714286,-0.06684000144064872
1,2,9,DAL,CIN,73,Singleback,False,Other,False,7,Cover-3,Zone,3,1,795,6.3,3.8,0.31309170891328564
2,2,10,NE,MIA,84,Singleback,False,Other,False,3,Cover-3,Zone,2,2,444,13.5,11.636363636363637,0.11985127328660306
1,1,10,BUF,LA,42,Shotgun,False,Traditional,,3,Cover-3 Seam,Zone,2,1,85,3.125,2.25,0.15415062540550883
1,1,10,NYJ,BAL,93,Shotgun,False,Other,False,1,Cover-3,Zone,2,1,507,6.666666666666667,7.25,-0.05859415249145483
4,2,10,BAL,NYG,85,Shotgun,False,Traditional,,-12,Cover-1,Man,2,2,100,4.444444444444445,7.166666666666667,-0.31164628095512126
4,2,6,PIT,BUF,28,Shotgun,False,Traditional,,0,Cover-2,Zone,3,1,120,3.727272727272727,3.4285714285714284,0.04541746587698318
1,3,5,WAS,JAX,41,Empty,False,Traditional,,13,Cover-3,Zone,4,1,661,6.4,5.769230769230769,0.06946058303878484
2,3,8,NYJ,DEN,37,Shotgun,False,Scramble,False,18,Cover-1,Man,2,2,191,6.1,4.3,0.22040001117608918
4,2,13,CLE,LAC,95,Shotgun,False,Traditional,,6,Cover-1,Man,3,1,213,7.454545454545454,6.0,0.14981224731079193
1,1,20,IND,JAX,45,Empty,False,Traditional,,10,Cover-2,Zone,3,2,803,5.142857142857143,6.285714285714286,-0.13133597183167414
1,1,10,PIT,MIA,85,I-Form,False,Other,False,3,Cover-3,Zone,2,1,645,3.4166666666666665,10.916666666666666,-0.7741882225873725
2,2,18,NO,ATL,35,Shotgun,False,Traditional,,11,Cover-2,Zone,3,1,310,3.9166666666666665,10.6875,-0.6825489065302479
3,2,10,MIN,CHI,43,Shotgun,False,Traditional,,0,Cover 6-Left,Blitz,3,1,467,7.333333333333333,7.0,0.03278981637137902
3,2,14,NO,MIN,74,Shotgun,False,Traditional,,0,Cover 6-Left,Blitz,2,2,834,4.461538461538462,3.0,0.21800208652171452
1,1,10,BAL,NO,45,Singleback,True,Rollout,,16,Cover-3,Zone,2,2,395,2.8,0.25,0.5792026506538281
4,2,9,GB,CHI,48,Singleback,False,Other,False,5,Cover-1,Man,3,1,120,4.4,6.125,-0.20953784816625548
2,3,7,JAX,HOU,50,Shotgun,False,Other,False,3,Cover-2,Zone,3,1,530,3.5714285714285716,13.875,-0.9431018034955435
1,2,5,CHI,WAS,15,Shotgun,False,Traditional,,0,Cover-0,Blitz,3,1,147,4.875,3.6666666666666665,0.16657315379408216
2,2,15,PIT,NE,86,Shotgun,False,Traditional,,11,Cover-3,Zone,2,2,597,3.3846153846153846,5.333333333333333,-0.266372212612038
3,3,5,BAL,CLE,15,Shotgun,False,Traditional,,4,Red Zone,Zone,2,2,505,4.0,9.88888888888889,-0.6104553341729887
4,1,10,LAC,SEA,37,Empty,False,Traditional,,6,Cover-3 Seam,Zone,3,2,354,8.2,1.8571428571428572,0.8354631695469923
2,1,1,PHI,WAS,11,Singleback,True,Rollout,,0,Red Zone,Zone,3,1,26,8.8,3.3,0.6275497501053762
4,1,10,CAR,SF,33,Singleback,False,Traditional,,0,Cover-1,Man,3,1,496,10.333333333333334,3.6666666666666665,0.693147030559979
4,1,10,LV,NO,92,Shotgun,False,Traditional,,0,Quarters,Zone,3,1,37,4.2727272727272725,3.4,0.12783333400989597
3,1,10,NYJ,BUF,71,Singleback,False,Other,False,2,Cover-3,Zone,2,2,863,7.181818181818182,3.0,0.5288439923639431
3,1,10,LV,TEN,85,I-Form,False,Other,False,5,Cover-3,Zone,2,1,601,3.9166666666666665,1.0,0.5476393860454167
3,1,8,NO,ARI,102,I-Form,False,Other,False,-1,Red Zone,Zone,2,1,671,4.142857142857143,8.333333333333334,-0.46163527604583054
2,1,10,PIT,TB,71,Singleback,False,Other,False,1,Cover-3,Zone,3,1,595,3.9285714285714284,8.76923076923077,-0.5298347963176486
1,3,4,IND,JAX,60,Shotgun,False,Traditional,,10,Cover-1,Man,2,2,785,5.466666666666667,6.533333333333333,-0.11865751737105926
1,2,15,NYG,TEN,45,Shotgun,False,Traditional,,-5,Cover-1,Man,2,2,228,2.6666666666666665,1.4444444444444444,0.24294608155160485
1,3,20,MIA,NYJ,74,Shotgun,False,Traditional,,0,Quarters,Zone,2,2,411,3.7777777777777777,6.545454545454546,-0.3424157049639248
2,1,10,IND,TEN,87,Shotgun,False,Other,False,4,Quarters,Zone,2,2,809,5.75,0.8,0.8340523358929344
4,3,14,HOU,CHI,53,Empty,False,Traditional,,-5,Cover-1,Man,3,2,813,4.615384615384615,6.0,-0.16705404425913567
2,1,7,LA,BUF,17,Singleback,False,Other,False,3,Red Zone,Zone,3,1,222,8.666666666666666,2.888888888888889,0.6836682684113743
4,1,1,ARI,LV,11,Singleback,False,Other,False,1,Goal Line,Blitz,2,2,497,3.142857142857143,10.166666666666666,-0.7623982429180974
2,3,2,NE,NYJ,32,Shotgun,False,Other,False,1,Quarters,Zone,2,2,146,12.692307692307692,6.0,0.5559459642752348
3,1,20,JAX,NYG,83,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,6,3.5,4.428571428571429,-0.1335313541629953
3,2,12,BUF,MIA,91,Empty,False,Traditional,,11,Cover-0,Blitz,3,2,333,3.111111111111111,10.307692307692308,-0.7782334521563228
3,4,1,TB,CAR,85,Singleback,False,Other,False,0,Cover-1,Man,3,1,384,2.8,1.75,0.19971322328080768
4,1,10,ARI,NO,25,Shotgun,False,Other,False,1,Quarters,Zone,3,1,862,2.875,2.8333333333333335,0.007117465337254018
3,3,16,TB,ATL,103,Shotgun,False,Traditional,,12,Cover-3,Zone,3,1,161,2.625,10.705882352941176,-0.8906039517862442
2,2,8,BAL,CIN,53,Shotgun,True,Traditional,,0,Quarters,Zone,3,1,564,4.0,4.0,0.0
2,2,9,SEA,NO,89,Shotgun,False,Other,False,3,Cover-3 Seam,Zone,2,1,366,5.8,2.5714285714285716,0.4571000927082343
4,3,10,NE,BAL,20,Shotgun,False,Traditional,,0,Cover-0,Blitz,3,1,552,10.933333333333334,6.769230769230769,0.3550462606818175
1,3,5,JAX,LV,84,Empty,False,Other,False,-3,Cover-1,Man,3,2,621,3.111111111111111,9.461538461538462,-0.7125382030957361
4,2,6,BAL,TB,93,Shotgun,False,Other,False,5,Cover-3,Zone,3,1,193,3.6923076923076925,8.214285714285714,-0.5162295940334052
3,2,4,HOU,JAX,78,Singleback,False,Other,False,-1,Cover-1,Man,2,2,319,3.9285714285714284,6.75,-0.34161355259006365
3,4,1,SF,SEA,99,Singleback,False,QB_Sneak,True,3,Red Zone,Zone,2,2,512,5.0,2.375,0.3976828455731241
2,2,10,DET,PHI,68,Singleback,False,Other,False,13,Cover-3,Zone,3,1,274,4.909090909090909,1.4545454545454546,0.5740876244379974
4,3,1,HOU,LV,43,I-Form,False,Other,False,0,Cover-1,Man,1,1,732,3.6,8.571428571428571,-0.5614692263939796
1,4,1,CAR,SF,76,Shotgun,False,Other,False,3,Cover-1,Man,3,1,260,9.3,3.142857142857143,0.6943091327603932
2,1,10,KC,IND,36,Shotgun,True,Traditional,,-5,Cover-3,Zone,3,1,518,9.384615384615385,5.0,0.4370133773337917
5,1,10,CIN,PIT,54,Shotgun,False,Traditional,,6,Cover-2,Zone,2,2,105,11.428571428571429,8.4,0.23559697556076697
4,1,10,DAL,DET,99,Singleback,True,Rollout,False,2,Cover-3,Zone,3,1,256,6.363636363636363,5.333333333333333,0.11657015282341336
4,1,10,KC,IND,29,Shotgun,False,Other,False,3,Quarters,Zone,2,2,569,8.357142857142858,3.888888888888889,0.49993695067417576
2,1,5,LV,TEN,105,Shotgun,False,Traditional,,5,Red Zone,Zone,2,2,589,4.0,1.0909090909090908,0.5371427289088395
3,2,7,CHI,SF,41,Shotgun,False,Traditional,,3,Cover-3,Zone,3,1,458,4.333333333333333,3.125,0.18005135445609202
1,2,1,LV,ARI,109,Singleback,False,Traditional,,1,Cover-1,Man,2,1,325,4.071428571428571,7.615384615384615,-0.4062417127538729
1,1,10,PIT,CIN,76,Pistol,False,Rollout,,31,Cover-3,Zone,3,1,262,3.7333333333333334,3.764705882352941,-0.004648467190455886
2,1,10,MIN,MIA,49,I-Form,True,Rollout,,11,Cover-3,Zone,2,1,343,6.285714285714286,10.357142857142858,-0.36357410074702123
1,2,6,HOU,CHI,81,I-Form,False,Other,False,2,Cover-3,Zone,2,1,642,3.375,4.9,-0.21447860786756992
4,2,10,KC,TEN,57,Shotgun,False,Traditional,,0,Cover-0,Blitz,3,1,51,8.0,1.4166666666666667,0.9125097380223279
2,1,10,CLE,CIN,32,Singleback,False,Other,False,2,Cover-3,Zone,2,1,649,7.0,5.277777777777778,0.18901050333402222
4,2,10,PIT,PHI,55,Shotgun,False,Other,False,5,Cover-0,Blitz,2,2,635,5.4375,2.4166666666666665,0.4432053038973192
4,2,5,CLE,CIN,50,Singleback,False,Other,False,0,Cover-1,Man,2,1,357,6.642857142857143,5.105263157894737,0.17370378623015179
1,1,1,MIA,CHI,11,Shotgun,False,Other,False,1,Cover-0,Blitz,2,2,455,3.4,4.636363636363637,-0.1766234850840935
2,1,10,NO,ARI,35,Shotgun,False,Other,False,10,Cover 6-Left,Blitz,2,2,148,3.8,7.142857142857143,-0.3998470188694164
4,2,10,SEA,DET,62,Shotgun,False,Traditional,,34,Cover-0,Blitz,3,1,694,5.545454545454546,5.0,0.06595795183435432
3,3,6,CHI,NE,82,Shotgun,False,Other,False,7,Cover-1,Man,3,1,853,4.2,5.6875,-0.1878041373069625
3,2,10,CAR,CIN,37,Shotgun,False,Traditional,,16,Cover-3 Seam,Zone,2,2,787,8.727272727272727,4.85,0.40140351553456805
1,2,8,CIN,MIA,71,Shotgun,False,Traditional,,0,Cover-3,Zone,2,2,231,11.066666666666666,10.4,0.04855321834335537
3,1,10,DET,PHI,51,Shotgun,False,Other,False,2,Quarters,Zone,2,2,510,5.583333333333333,2.6153846153846154,0.42431213160014236
1,1,10,DET,MIA,60,I-Form,False,Other,False,2,Cover-3,Zone,2,1,877,5.3076923076923075,9.75,-0.4283493180637734
3,3,3,NE,MIA,80,Shotgun,False,Other,False,2,Cover-1,Man,3,1,456,10.25,9.294117647058824,0.0748766327876086
1,3,5,JAX,PHI,82,Shotgun,False,Traditional,,0,Cover-0,Blitz,3,1,855,2.5,2.5714285714285716,-0.01290340017390499
3,2,1,LV,KC,85,I-Form,False,Other,False,2,Cover-2,Zone,1,1,156,3.8666666666666667,4.7,-0.11454151021034506
4,1,10,CHI,HOU,22,Singleback,False,Other,False,19,Cover-1,Man,3,1,185,4.454545454545454,12.666666666666666,-0.7427111979429857
3,2,9,DAL,DET,91,Shotgun,False,Traditional,,10,Cover-6 Right,Zone,2,2,784,6.0,7.636363636363637,-0.16705405047513902
1,1,10,IND,NE,65,Singleback,True,Traditional,,0,Cover-3,Zone,2,2,745,5.647058823529412,5.764705882352941,-0.013513716062125914
4,1,10,BUF,GB,78,Shotgun,False,Other,False,-4,Cover 6-Left,Blitz,3,1,837,3.9,7.142857142857143,-0.38524822371083717
1,1,10,CAR,ATL,73,Shotgun,False,Other,False,9,Cover-1,Man,3,1,563,9.333333333333334,10.777777777777779,-0.11075134729183371
1,1,10,SF,LA,69,Singleback,False,Other,False,1,Cover-3,Zone,3,1,46,4.666666666666667,2.3333333333333335,0.36290537955897006
2,1,10,CLE,CAR,48,Shotgun,False,Other,False,8,Cover-1,Man,3,1,425,6.2,1.5555555555555556,0.702855773053893
2,2,3,SEA,ARI,25,Empty,False,Traditional,,4,Cover-0,Blitz,3,2,17,7.916666666666667,7.333333333333333,0.054915747253836404
1,1,10,LAC,SEA,35,Singleback,False,Other,False,1,Cover-3 Seam,Zone,3,1,257,8.0,2.4444444444444446,0.7032993664952571
3,2,10,LA,ATL,31,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,190,7.25,10.68421052631579,-0.2889648972965732
4,1,10,DAL,TB,73,Shotgun,False,Traditional,,0,Quarters,Zone,3,1,275,6.3076923076923075,8.0,-0.1670540516053216
4,3,5,NE,IND,15,Empty,False,Traditional,,0,Red Zone,Zone,4,1,657,9.764705882352942,3.8,0.6297612598665941
2,1,10,CLE,CAR,86,Singleback,False,Other,False,6,Cover-3,Zone,2,2,67,6.3125,2.2,0.5826987882680631
2,1,10,NYG,DAL,90,Singleback,True,Scramble,False,1,Cover-3 Seam,Zone,2,2,150,0.75,3.7142857142857144,-0.5824813772115308
2,1,10,ARI,PHI,85,Shotgun,True,Traditional,,0,Cover-3,Zone,2,1,611,2.6666666666666665,2.4,0.048202084388690315
3,1,10,JAX,HOU,35,Shotgun,False,Other,False,2,Cover-2,Zone,3,1,900,2.0,13.3,-1.1817269180780752
2,1,10,DEN,HOU,59,Singleback,True,Traditional,,0,Cover-2,Zone,2,2,861,6.5,12.272727272727273,-0.474776828424472
1,2,6,WAS,DAL,39,Singleback,False,Other,False,8,Cover-1,Man,3,1,657,7.0,3.375,0.4502008882240949
4,3,4,DET,PHI,76,Shotgun,False,Traditional,,13,Quarters,Zone,3,1,429,5.071428571428571,2.25,0.43010227932882084
4,3,6,WAS,MIN,81,Shotgun,False,Traditional,,-9,Cover 6-Left,Blitz,2,2,419,7.083333333333333,2.7,0.5704175684381925
4,2,10,WAS,PHI,57,Shotgun,False,Traditional,,5,Cover-3,Zone,2,2,782,5.846153846153846,2.8823529411764706,0.4080258150568268
3,1,10,TB,BAL,55,Singleback,False,Other,False,8,Cover-3,Zone,3,1,511,3.176470588235294,6.285714285714286,-0.40773000631413714
2,2,7,MIN,MIA,29,Singleback,True,Traditional,,-4,Cover-1,Man,2,2,794,6.875,8.88888888888889,-0.18559791203116105
3,1,10,MIA,DET,65,Singleback,False,Other,False,5,Cover-3,Zone,2,2,861,3.1818181818181817,7.833333333333333,-0.5610152293758539
4,1,10,CAR,TB,50,Singleback,False,Other,False,3,Cover-1,Man,3,1,348,9.307692307692308,7.5,0.15884917263262682
2,2,5,NYJ,BAL,83,Shotgun,False,Other,False,0,Cover-3,Zone,2,2,80,6.75,6.4,0.03655758809604708
3,3,8,TEN,WAS,104,Shotgun,False,Traditional,,-2,Cover-1,Man,3,1,712,9.285714285714286,3.0,0.716677507427546
2,1,10,CHI,NE,71,Shotgun,True,Traditional,,5,Cover-3,Zone,2,2,192,5.666666666666667,5.444444444444445,0.025975480330387688
1,3,10,NYG,DAL,81,Shotgun,False,Scramble,,0,Cover-1,Man,3,1,475,0.8,3.888888888888889,-0.5949085049834195
3,1,10,NYJ,CLE,100,Singleback,False,Other,False,4,Cover-3,Zone,2,2,244,6.230769230769231,9.3,-0.2870568229928322
2,1,10,DET,GB,30,Singleback,False,Other,False,2,Quarters,Zone,2,1,896,5.6,5.75,-0.01729149312335122
3,1,10,WAS,DAL,49,Singleback,True,Rollout,,-1,Cover-3,Zone,3,1,581,5.785714285714286,3.5,0.3013247688055574
4,3,6,MIA,BAL,50,Shotgun,False,Traditional,,60,Cover-2,Zone,3,1,327,3.3333333333333335,6.0,-0.35139779327066245
3,1,10,LAC,KC,83,Shotgun,False,Other,False,8,Cover 6-Left,Blitz,2,2,744,7.416666666666667,4.454545454545454,0.3345830367557529
1,3,7,IND,DEN,82,Shotgun,False,Traditional,,5,Cover 6-Left,Blitz,2,2,853,5.333333333333333,5.545454545454546,-0.02513596731409695
3,1,10,PIT,TB,58,Singleback,True,Traditional,,-6,Cover-1,Man,2,2,127,5.411764705882353,7.235294117647059,-0.19621062659469207
2,3,2,PIT,MIA,58,Shotgun,False,Traditional,,6,Cover-1,Man,3,1,399,4.777777777777778,8.210526315789474,-0.3655824430907609
3,2,14,HOU,LV,32,Shotgun,False,Traditional,,5,Quarters,Zone,3,1,688,3.2941176470588234,8.0,-0.558279646453887
