down,yardsToGo,absoluteYardlineNumber,quarter,offenseFormation,playAction,dropbackType,qbSneak,rushLocationType,pff_runConceptPrimary,pff_runPassOption,pff_passCoverage,pff_manZone,yardsGained,secondsRemainingInQuarter,leftReceivers,rightReceivers
3,7,32,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,368,2,2
1,10,82,3,SINGLEBACK,0,,0,INSIDE_RIGHT,MAN,0,Cover-3,Zone,-1,525,2,2
1,10,27,5,PISTOL,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,0,522,3,1
2,7,39,4,SINGLEBACK,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,3,239,2,2
2,10,49,4,SINGLEBACK,0,,0,INSIDE_LEFT,PULL LEAD,0,Cover-3,Zone,3,237,2,2
1,10,37,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,14,44,3,1
2,1,34,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,1,858,2,2
1,10,12,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-1,Man,1,595,2,1
3,11,67,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,3,120,3,1
3,3,32,5,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,517,3,1
1,10,11,4,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Red Zone,Other,1,572,2,2
3,3,83,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,-6,345,3,1
3,3,41,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,6,679,2,2
2,10,29,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,29,3,2
1,10,66,1,SHOTGUN,0,DESIGNED_ROLLOUT_RIGHT,0,NONE,NONE,0,Quarters,Zone,3,449,2,2
1,10,19,3,SHOTGUN,0,,0,OUTSIDE_RIGHT,TRICK,0,Cover-1,Man,7,330,2,2
1,10,72,1,I_FORM,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-2,Zone,13,452,2,1
3,9,74,4,SINGLEBACK,1,,0,OUTSIDE_RIGHT,TRICK,0,Cover-3,Zone,2,106,3,1
1,10,49,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,83,3,1
2,8,46,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,0,850,3,2
2,5,84,3,SHOTGUN,0,DESIGNED_ROLLOUT_RIGHT,0,NONE,DRAW,1,Quarters,Zone,4,748,3,1
1,10,34,3,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,1,Cover-2,Zone,8,250,2,2
3,12,72,4,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-2,Zone,0,422,3,1
2,13,66,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,0,230,3,1
1,10,17,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,10,717,3,1
1,10,69,1,I_FORM,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-1,Man,-4,172,2,1
4,2,56,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,17,753,3,1
3,11,89,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,11,299,3,1
1,10,80,3,SHOTGUN,0,,0,OUTSIDE_LEFT,POWER,0,Cover-1,Man,18,417,2,2
3,9,67,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-7,703,3,1
1,7,93,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,OTHER,0,Red Zone,Other,1,170,3,1
1,10,47,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,5,56,2,2
1,10,74,3,I_FORM,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,6,358,2,1
1,10,55,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,3,669,3,1
1,10,22,1,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,1,895,3,1
1,10,90,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Red Zone,Other,7,900,3,1
1,10,70,4,SHOTGUN,0,,0,INSIDE_LEFT,COUNTER,0,Cover-3,Zone,6,858,3,1
2,6,41,2,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,1,Cover-2,Zone,1,292,2,2
1,10,73,3,SHOTGUN,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,-1,893,2,2
1,10,18,2,I_FORM,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-2,Zone,2,243,2,1
2,7,12,1,PISTOL,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Red Zone,Other,5,632,2,1
3,1,21,2,I_FORM,0,,0,OUTSIDE_RIGHT,POWER,0,Cover-1,Man,4,384,2,1
1,10,90,2,I_FORM,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Red Zone,Other,8,225,2,1
2,9,44,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,3,579,2,2
2,7,45,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,6,242,2,2
1,10,61,2,SHOTGUN,0,,0,OUTSIDE_LEFT,TRICK,0,Cover-2,Zone,-2,100,2,1
3,4,42,2,EMPTY,0,SCRAMBLE,0,NONE,NONE,0,Cover-2,Zone,15,375,3,2
1,15,76,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,602,3,2
3,1,74,1,SINGLEBACK,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-1,Man,1,266,2,2
2,4,50,1,SHOTGUN,0,,0,INSIDE_LEFT,COUNTER,0,Cover-3,Zone,3,746,2,1
3,8,72,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,855,3,1
2,9,42,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,23,120,2,2
2,10,65,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,26,2,2
1,10,59,1,SINGLEBACK,1,TRADITIONAL,0,NONE,INSIDE ZONE,0,Quarters,Zone,20,181,2,2
1,10,83,2,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,1,Cover-3 Seam,Zone,14,361,2,2
1,10,60,1,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,1,Cover-3,Zone,5,570,2,2
2,14,24,3,SINGLEBACK,0,,0,OUTSIDE_RIGHT,PULL LEAD,0,Cover-3,Zone,4,637,2,2
4,13,13,4,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Quarters,Zone,0,641,2,2
3,2,31,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,3,299,3,1
1,10,41,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,15,166,2,2
1,10,46,3,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,485,3,1
1,10,25,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,25,160,3,1
2,7,28,3,SINGLEBACK,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Quarters,Zone,0,249,2,2
2,3,47,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,16,121,2,2
1,10,45,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,10,31,3,1
1,10,75,3,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,7,342,3,1
3,17,41,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,10,24,2,2
1,10,24,4,SHOTGUN,0,,0,INSIDE_RIGHT,TRAP,0,Cover-1,Man,5,809,3,1
2,5,74,2,I_FORM,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,3,779,1,1
2,9,63,1,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,7,795,3,1
2,10,74,2,SINGLEBACK,0,UNKNOWN,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,3,444,2,2
1,10,32,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,3,85,2,1
1,10,83,1,SHOTGUN,0,,0,INSIDE_RIGHT,PULL LEAD,1,Cover-3,Zone,1,507,2,1
2,10,75,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-12,100,2,2
2,6,18,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,120,3,1
3,5,31,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,13,661,4,1
3,8,27,2,SHOTGUN,0,SCRAMBLE,0,INSIDE_LEFT,NONE,0,Cover-1,Man,18,191,2,2
2,13,85,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,6,213,3,1
1,20,35,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,10,803,3,2
1,10,75,1,I_FORM,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,3,645,2,1
2,18,25,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,11,310,3,1
2,10,33,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,0,467,3,1
2,14,64,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,0,834,2,2
1,10,35,1,SINGLEBACK,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,16,395,2,2
2,9,38,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-1,Man,5,120,3,1
3,7,40,2,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,1,Cover-2,Zone,3,530,3,1
2,5,5,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,147,3,1
2,15,76,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,11,597,2,2
3,5,5,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,4,505,2,2
1,10,27,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,6,354,3,2
1,1,1,2,SINGLEBACK,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Red Zone,Other,0,26,3,1
1,10,23,4,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,496,3,1
1,10,82,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,37,3,1
1,10,61,3,SINGLEBACK,0,,0,INSIDE_LEFT,TRAP,0,Cover-3,Zone,2,863,2,2
1,10,75,3,I_FORM,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,5,601,2,1
1,8,92,3,I_FORM,0,,0,OUTSIDE_RIGHT,COUNTER,0,Red Zone,Other,-1,671,2,1
1,10,61,2,SINGLEBACK,0,,0,OUTSIDE_LEFT,TRICK,0,Cover-3,Zone,1,595,3,1
3,4,50,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,10,785,2,2
2,15,35,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-5,228,2,2
3,20,64,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,411,2,2
1,10,77,2,SHOTGUN,0,,0,INSIDE_LEFT,MAN,0,Quarters,Zone,4,809,2,2
3,14,43,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-5,813,3,2
1,7,7,2,SINGLEBACK,0,,0,INSIDE_RIGHT,MAN,0,Red Zone,Other,3,222,3,1
1,1,1,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Goal Line,Other,1,497,2,2
3,2,22,2,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,1,Quarters,Zone,1,146,2,2
1,20,73,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,6,3,1
2,12,81,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,11,333,3,2
1,10,23,1,JUMBO,0,,0,INSIDE_LEFT,POWER,0,Quarters,Zone,3,354,2,1
4,1,75,3,SINGLEBACK,0,,0,INSIDE_RIGHT,PULL LEAD,0,Cover-1,Man,0,384,3,1
1,10,15,4,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,1,Quarters,Zone,1,862,3,1
3,16,93,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,12,161,3,1
2,8,43,2,SHOTGUN,1,TRADITIONAL,0,NONE,TRICK,0,Quarters,Zone,0,564,3,1
2,9,79,2,SHOTGUN,0,,0,INSIDE_LEFT,COUNTER,0,Cover-3 Seam,Zone,3,366,2,1
3,10,10,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,552,3,1
3,5,74,1,EMPTY,0,,0,OUTSIDE_LEFT,PULL LEAD,0,Cover-1,Man,-3,621,3,2
2,6,83,4,SHOTGUN,0,,0,INSIDE_RIGHT,COUNTER,0,Cover-3,Zone,5,193,3,1
2,4,68,3,SINGLEBACK,0,,0,INSIDE_LEFT,POWER,0,Cover-1,Man,-1,319,2,2
4,1,89,3,SINGLEBACK,0,QB_SNEAK,1,INSIDE_RIGHT,SNEAK,0,Red Zone,Other,3,512,2,2
2,10,58,2,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,13,274,3,1
3,1,33,4,I_FORM,0,,0,INSIDE_LEFT,POWER,0,Cover-1,Man,0,732,1,1
4,1,66,1,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-1,Man,3,260,3,1
1,10,26,2,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-5,518,3,1
1,10,44,5,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,6,105,2,2
1,10,89,4,SINGLEBACK,1,SCRAMBLE_ROLLOUT_RIGHT,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,2,256,3,1
1,10,19,4,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Quarters,Zone,3,569,2,2
1,5,95,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,5,589,2,2
2,7,31,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,3,458,3,1
2,1,99,1,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,1,325,2,1
1,10,66,1,PISTOL,0,DESIGNED_ROLLOUT_RIGHT,0,NONE,TRICK,0,Cover-3,Zone,31,262,3,1
1,10,39,2,I_FORM,1,DESIGNED_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,11,343,2,1
2,6,71,1,I_FORM,0,,0,INSIDE_RIGHT,COUNTER,0,Cover-3,Zone,2,642,2,1
2,10,47,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,51,3,1
1,10,22,2,SINGLEBACK,0,,0,INSIDE_RIGHT,PULL LEAD,0,Cover-3,Zone,2,649,2,1
2,10,45,4,SHOTGUN,0,,0,INSIDE_LEFT,DRAW,0,Cover-0,Man,5,635,2,2
2,5,40,4,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,0,357,2,1
1,1,1,1,SHOTGUN,0,,0,INSIDE_RIGHT,POWER,1,Cover-0,Man,1,455,2,2
1,10,25,2,SHOTGUN,0,,0,OUTSIDE_LEFT,POWER,0,Cover 6-Left,Zone,10,148,2,2
2,10,52,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,34,694,3,1
3,6,72,3,SHOTGUN,0,UNKNOWN,0,INSIDE_RIGHT,OTHER,0,Cover-1,Man,7,853,3,1
2,10,27,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,16,787,2,2
2,8,61,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,231,2,2
1,10,41,3,SHOTGUN,0,,0,INSIDE_LEFT,MAN,0,Quarters,Zone,2,510,2,2
1,10,50,1,I_FORM,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,2,877,2,1
3,3,70,3,SHOTGUN,0,,0,INSIDE_LEFT,MAN,0,Cover-1,Man,2,456,3,1
3,5,72,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,855,3,1
2,1,75,3,I_FORM,0,,0,INSIDE_LEFT,MAN,0,Cover-2,Zone,2,156,1,1
1,10,12,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Cover-1,Man,19,185,3,1
2,9,81,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,10,784,2,2
1,10,55,1,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,745,2,2
1,10,68,4,SHOTGUN,0,,0,OUTSIDE_RIGHT,COUNTER,1,Cover 6-Left,Zone,-4,837,3,1
1,10,63,1,SHOTGUN,0,,0,INSIDE_RIGHT,POWER,1,Cover-1,Man,9,563,3,1
1,10,59,1,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,1,46,3,1
1,10,38,2,SHOTGUN,0,,0,INSIDE_LEFT,PULL LEAD,0,Cover-1,Man,8,425,3,1
2,3,15,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,4,17,3,2
1,10,25,1,SINGLEBACK,0,,0,INSIDE_RIGHT,COUNTER,0,Cover-3 Seam,Zone,1,257,3,1
2,10,21,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,190,3,1
1,10,63,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,275,3,1
3,5,5,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,0,657,4,1
1,10,76,2,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,6,67,2,2
1,10,80,2,SINGLEBACK,1,SCRAMBLE,0,OUTSIDE_RIGHT,MAN,0,Cover-3 Seam,Zone,1,150,2,2
1,10,75,2,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,611,2,1
1,10,25,3,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,1,Cover-2,Zone,2,900,3,1
1,10,49,2,SINGLEBACK,1,TRADITIONAL,0,NONE,MAN,0,Cover-2,Zone,0,861,2,2
2,6,29,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,8,657,3,1
3,4,66,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,13,429,3,1
3,6,71,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,-9,419,2,2
2,10,47,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,5,782,2,2
1,10,45,3,SINGLEBACK,0,,0,INSIDE_RIGHT,MAN,0,Cover-3,Zone,8,511,3,1
2,7,19,2,SINGLEBACK,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,-4,794,2,2
1,10,55,3,SINGLEBACK,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,5,861,2,2
1,10,40,4,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-1,Man,3,348,3,1
2,5,73,2,SHOTGUN,0,,0,INSIDE_LEFT,POWER,1,Cover-3,Zone,0,80,2,2
3,8,94,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-2,712,3,1
1,10,61,2,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,5,192,2,2
3,10,71,1,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-1,Man,0,475,3,1
1,10,90,3,SINGLEBACK,0,,0,INSIDE_LEFT,POWER,0,Cover-3,Zone,4,244,2,2
1,10,20,2,SINGLEBACK,0,,0,INSIDE_RIGHT,POWER,0,Quarters,Zone,2,896,2,1
1,10,39,3,SINGLEBACK,1,DESIGNED_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,-1,581,3,1
3,6,40,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,60,327,3,1
1,10,73,3,SHOTGUN,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,1,Cover 6-Left,Zone,8,744,2,2
3,7,72,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,5,853,2,2
1,10,48,3,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-6,127,2,2
3,2,48,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,6,399,3,1
2,14,22,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,5,688,3,1
3,5,55,4,SHOTGUN,0,SCRAMBLE,0,INSIDE_RIGHT,NONE,0,Cover-2,Zone,6,114,3,1
1,10,75,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-6,746,2,2
1,10,60,2,SINGLEBACK,1,SCRAMBLE,0,NONE,OUTSIDE ZONE,0,Cover-2,Zone,-7,786,3,1
1,10,63,1,I_FORM,1,DESIGNED_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,5,742,2,1
2,10,57,1,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-3,Zone,4,691,2,2
1,10,56,1,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-2,Zone,9,727,3,1
4,1,51,1,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,-16,165,2,2
1,10,63,4,PISTOL,0,,0,INSIDE_LEFT,COUNTER,0,Cover-3,Zone,18,790,2,1
4,1,39,2,SHOTGUN,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,1,Cover-3,Zone,2,551,3,1
2,10,68,4,SINGLEBACK,0,,0,INSIDE_LEFT,MAN,0,Cover-3,Zone,5,173,2,2
1,10,37,2,SINGLEBACK,1,SCRAMBLE,0,INSIDE_LEFT,NONE,0,Cover-1,Man,6,587,3,1
2,11,85,2,SHOTGUN,0,,0,INSIDE_RIGHT,TRAP,0,Cover-3,Zone,1,864,2,2
2,4,31,3,PISTOL,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,11,860,2,1
1,10,26,2,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,1,Cover-3,Zone,1,184,3,1
1,10,65,3,SINGLEBACK,0,,0,INSIDE_LEFT,MAN,0,Cover-1,Man,-1,494,3,1
3,6,74,4,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-3,Zone,-4,544,3,1
2,10,17,3,I_FORM,1,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,0,296,2,1
2,6,89,4,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Red Zone,Other,11,501,2,2
2,6,58,1,SHOTGUN,1,TRADITIONAL,0,NONE,POWER,0,Cover-1,Man,0,458,3,1
2,6,19,3,SINGLEBACK,0,,0,INSIDE_LEFT,MAN,1,Cover-3,Zone,0,168,2,2
2,13,31,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,196,2,2
2,10,47,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,5,116,3,2
2,10,27,4,JUMBO,0,,0,INSIDE_LEFT,PULL LEAD,0,Cover-1,Man,-2,291,2,1
1,5,81,3,PISTOL,0,,0,OUTSIDE_LEFT,MAN,0,Cover-3,Zone,-2,16,2,1
1,10,7,3,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,406,2,2
2,6,59,2,SHOTGUN,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Quarters,Zone,-1,299,2,1
1,10,40,2,I_FORM,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,2,654,2,1
2,10,31,5,SINGLEBACK,1,SCRAMBLE,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-2,Zone,10,463,3,1
1,10,31,4,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover 6-Left,Zone,0,304,3,1
1,10,10,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,0,23,3,1
4,1,17,4,SINGLEBACK,1,SCRAMBLE_ROLLOUT_LEFT,0,NONE,OUTSIDE ZONE,0,Cover-0,Man,8,818,3,1
1,10,82,4,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-1,Man,3,198,3,1
4,1,34,2,WILDCAT,0,,1,INSIDE_RIGHT,SNEAK,0,Cover-3,Zone,1,512,2,1
1,10,21,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,2,397,2,2
1,10,41,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,6,252,2,2
1,10,25,1,SHOTGUN,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,1,Cover-3,Zone,1,900,2,1
1,10,75,3,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,436,2,2
3,1,75,2,SINGLEBACK,0,QB_SNEAK,1,OUTSIDE_RIGHT,SNEAK,0,Cover-1,Man,1,132,2,2
1,10,64,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,3,694,3,2
1,10,84,1,SHOTGUN,0,,0,OUTSIDE_LEFT,COUNTER,0,Cover-2,Zone,4,624,2,2
2,6,34,1,SINGLEBACK,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,0,760,3,1
1,10,49,4,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,13,785,3,1
1,10,79,3,PISTOL,0,,0,INSIDE_LEFT,OUTSIDE ZONE,1,Cover-1,Man,1,166,3,1
3,4,52,4,SINGLEBACK,1,,0,OUTSIDE_LEFT,TRICK,0,Cover-1,Man,-7,184,3,1
2,4,28,3,SINGLEBACK,0,,0,INSIDE_RIGHT,POWER,0,Cover-6 Right,Zone,2,234,2,2
3,10,40,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,2-Man,Man,12,370,3,1
